"","Organization.Name","Address","City","State","Postcode","Main.Phone..","Discipline","Council.District","Community.Board","Borough","Latitude","Longitude","Census.Tract","BIN","BBL","NTA"
"321","International Contemporary Ensemble Foundation, Inc.","4306 Third Avenue, 4th floor","Brooklyn","NY","11232","(347) 284-6423","Music","Brooklyn Council District #38","Brooklyn Community Board #7","Brooklyn",40.651501,-74.010631,2,3010898,3007270041,"Sunset Park West"
"322","International Print Center New York","526 West 26th Street, Room 824","New York","NY","10001","(212) 989-5090","Visual Arts","Manhattan Council District #3","Manhattan Community Board #4","Manhattan",40.750094,-74.003999,99,1012386,1006970047,"Hudson Yards-Chelsea-Flatiron-Union Square"
"323","International Studio and Curatorial Program","1040 Metropolitan Avenue, Third Floor","Brooklyn","NY","11211","(212) 279-1173","Visual Arts","Brooklyn Council District #34","Brooklyn Community Board #1","Brooklyn",40.714429,-73.934803,449,3338341,3029250001,"East Williamsburg"
"324","Irish Repertory Theatre Company, Inc.","132 West 22nd Street","New York","NY","10011","(212) 255-0270 x13","Theater","Manhattan Council District #3","Manhattan Community Board #4","Manhattan",40.74268,-73.99437,87,1014777,1007977503,"Hudson Yards-Chelsea-Flatiron-Union Square"
"325","Irondale Productions, Inc.","85 S. Oxford St","Brooklyn","NY","11217","(718) 488-9233","Theater","Brooklyn Council District #35","Brooklyn Community Board #2","Brooklyn",40.686918,-73.973563,181,3059350,3021180011,"Fort Greene"
"326","Isamu Noguchi Foundation and Garden Museum","32-37 Vernon Boulevard","Long Island City","NY","11106","(718) 204-7088 x201","Museum","Queens Council District #26","Queens Community Board #1","Queens",40.767243,-73.937405,45,4307192,4003147501,"Astoria"
"327","Issue Project Room, Inc.","22 Boerum Place","Brooklyn","NY","11201","(718) 812-1129","Music","Brooklyn Council District #38","Brooklyn Community Board #6","Brooklyn",40.690903,-73.98938,9,3002642,3002697501,"Brooklyn Heights-Cobble Hill"
"328","Italian American Museum","155 Mulberry Street","New York","NY","10013","(212) 965-9000","Museum","Manhattan Council District #1","Manhattan Community Board #2","Manhattan",40.71915,-73.997395,41,1003076,1002360020,"SoHo-TriBeCa-Civic Center-Little Italy"
"329","JACK Music Inc","809 W 181st St #224","New York","NY","10033","(917) 574-3447","Music","Manhattan Council District #10","Manhattan Community Board #12","Manhattan",40.85104,-73.938717,273,1064336,1021790090,"Washington Heights North"
"330","Jacques Marchais Center of Tibetan Arts, Inc.","338 Lighthouse Avenue","Staten Island","NY","10306","(718) 987-3500 x3","Museum","Staten Island Council Dist #50","Staten Island Community Brd #2","Staten Island",40.576285,-74.138645,279,5095332,5022750004,"Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill"
"331","Japan Society, Inc.","333 East 47th Street","New York","NY","10017","(212) 715-1212","Museum","Manhattan Council District #4","Manhattan Community Board #6","Manhattan",40.752645,-73.969054,90,1038908,1013400016,"Turtle Bay-East Midtown"
"332","Jewish Community Council of Pelham Parkway, Inc.","2157 Holland Avenue","Bronx","NY","10462","(718) 792-4744","Music","Bronx Council District #13","Bronx Community Board #11","Bronx",40.855218,-73.86574,22403,2049409,2043190045,"Pelham Parkway"
"333","Jewish Community Council of the RockawayPeninsula","1525 Central Avenue","Far Rockaway","NY","11691","(718) 327-7755 x11","Music","Queens Council District #31","Queens Community Board #14","Queens",40.605645,-73.751391,103202,4298051,4155450023,"Far Rockaway-Bayswater"
"334","Jewish Museum","1109 Fifth Avenue","New York","NY","10128","(212) 423-3215","Museum","Manhattan Council District #4","Manhattan Community Board #8","Manhattan",40.785298,-73.957263,16001,1047052,1015040001,"Upper East Side-Carnegie Hill"
"335","Joseph Gheraldi Playwright's Theatre","252 Reid Avenue","Staten Island","NY","10305","(718) 351-6147","Theater","Staten Island Council Dist #50","Staten Island Community Brd #2","Staten Island",40.594306,-74.087239,9601,5049030,5033250046,"Old Town-Dongan Hills-South Beach"
"336","Juneteenth Festival, Inc.","605 Water Street, Apt. 21B","New York","NY","10002","(212) 964-1904","Theater","Manhattan Council District #1","Manhattan Community Board #3","Manhattan",40.711249,-73.98445,202,1003141,1002440019,"Lower East Side"
"337","Jupiter Symphony of New York, Inc.","155 West 68th Street, Apt. 319","New York","NY","10023","(212) 799-1259","Music","Manhattan Council District #6","Manhattan Community Board #7","Manhattan",40.775704,-73.982659,153,1028950,1011407501,"Lincoln Square"
"338","Kalavant Center for Music and Dance","326 East 11th Street, Ste. 2","New York","NY","10003","(212) 475-2348","Music","Manhattan Council District #2","Manhattan Community Board #3","Manhattan",40.729812,-73.985063,40,1006442,1004520021,"East Village"
"339","Keen Theater Company, Inc.","520 8th Avenue, Ste. 328","New York","NY","10018","(212) 216-0963","Theater","Manhattan Council District #3","Manhattan Community Board #4","Manhattan",40.753612,-73.992417,109,1083624,1007860001,"Midtown-Midtown South"
"340","Kehila Kedosha Janina Synagogue and Museum","280 Broome Street","New York","NY","10002","(212) 431-1619","Museum","Manhattan Council District #1","","Manhattan",40.718466,-73.991328,18,1005465,1004140027,"Chinatown"
"341","Kenkeleba House, New York","214 East Second Street","New York","NY","10009","(212) 674-3939","Visual Arts","Manhattan Council District #2","Manhattan Community Board #3","Manhattan",40.721794,-73.982889,2202,1004609,1003850063,"Lower East Side"
"342","Kentler International Drawing Space, Inc.","353 Van Brunt Street","Brooklyn","NY","11231","(718) 875-2098","Visual Arts","Brooklyn Council District #38","Brooklyn Community Board #6","Brooklyn",40.677105,-74.013177,53,3319434,3005760004,"Carroll Gardens-Columbia Street-Red Hook"
"343","Keys to the Future Festival, Inc.","200 West 20th Street, Ste. 502","New York","NY","10011","(212) 242-2691","Music","Manhattan Council District #3","Manhattan Community Board #4","Manhattan",40.7424,-73.997441,87,1068149,1007697503,"Hudson Yards-Chelsea-Flatiron-Union Square"
"344","King Manor Association of Long Island, Inc.","90-04 161 Street, Ste. 704","Jamaica","NY","11432","(718) 206-0545","Museum","Queens Council District #24","Queens Community Board #12","Queens",40.705199,-73.799278,44601,4208850,4097570023,"Jamaica"
"345","Kings County Shakespeare Company, Inc.","138 South Oxford Street, #1C","Brooklyn","NY","11217","(718) 398-2546","Theater","Brooklyn Council District #33","Brooklyn Community Board #2","Brooklyn",40.685073,-73.973221,179,3000000,3020040048,"Fort Greene"
"346","Kleinman Holocaust Education Center Inc","5923 Strickland Avenue","Brooklyn","NY","11234","(718) 759-6200","Museum","Brooklyn Council District #46","Brooklyn Community Board #18","Brooklyn",40.607938,-73.915358,698,3391939,3084707501,"Georgetown-Marine Park-Bergen Beach-Mill Basin"
"347","Korea Society","350 Madison Avenue, 24th Floor","New York","NY","10017","(212) 759-7525","Visual Arts","Manhattan Council District #4","Manhattan Community Board #6","Manhattan",40.754374,-73.978145,94,1035377,1012790057,"Midtown-Midtown South"
"348","Korean Traditional Marching Band, Inc.","45-19 162 Street","Flushing","NY","11358","(646) 808-7272","Music","Queens Council District #20","Queens Community Board #7","Queens",40.755665,-73.804616,1191,4123255,4054410029,"East Flushing"
"349","LAByrinth, Inc.","155 Bank Street","New York","NY","10014","(212) 513-1018","Theater","Manhattan Council District #3","Manhattan Community Board #4","Manhattan",40.736095,-74.009205,79,1012047,1006390001,"West Village"
"350","La Mama Experimental Theater Club, Inc.","74A East 4th Street","New York","NY","10003","(212) 254-6468","Theater","Manhattan Council District #2","Manhattan Community Board #3","Manhattan",40.726494,-73.990169,38,NA,NA,"East Village"
"351","Lark Theatre Company","311 West 43rd Street","New York","NY","10036","(212) 246-2676 x23","Theater","Manhattan Council District #6","Manhattan Community Board #4","Manhattan",40.75818,-73.989922,121,1024965,1010340022,"Clinton"
"352","Latin American Theatre Ensemble Inc.","350 West 51st Street,  Apt. 13-D","New York","NY","10019","(212) 397-3262","Theater","Manhattan Council District #8","Manhattan Community Board #11","Manhattan",40.76374,-73.987632,133,1025183,1010410050,"Clinton"
"353","Latino International Theater Festival of New York, Inc.","142 East 27th Street, Ste. 1A","New York","NY","10016","(212) 695-4010","Theater","Manhattan Council District #2","Manhattan Community Board #6","Manhattan",40.74182,-73.982447,68,1018149,1008820056,"Gramercy"
"354","League of American Theatres and Producers, Inc.","226 West 47th Street, 6th floor","New York","NY","10036","(212) 703-0222","Theater","Manhattan Council District #3","Manhattan Community Board #5","Manhattan",40.759713,-73.985854,125,1024743,1010180044,"Midtown-Midtown South"
"355","League of Composers","34-29 80th Street","Jackson Heights","NY","11372","(718) 622-3005","Music","Brooklyn Council District #33","Brooklyn Community Board #6","Brooklyn",40.630333,-74.038459,44,NA,NA,"Bay Ridge"
"356","League of Professional Theatre Women","520 8th Avenue","New York","NY","10018","(888) 297-3117","Theater","Manhattan Council District #3","Manhattan Community Board #5","Manhattan",40.753612,-73.992417,109,1083624,1007860001,"Midtown-Midtown South"
"357","Learning Leaders, Inc.","80 Maiden Lane, 11th Floor","New York","NY","10038","(212) 213-3370 x530","Visual Arts","Manhattan Council District #1","Manhattan Community Board #1","Manhattan",40.707116,-74.007329,7,1001015,1000420031,"Battery Park City-Lower Manhattan"
"358","Lehman College Art Gallery","250 Bedford Park Boulevard West","Bronx","NY","10468","(718) 960-8731","Visual Arts","Bronx Council District #11","Bronx Community Board #7","Bronx",40.875028,-73.89286,409,2097309,2032470165,"Van Cortlandt Village"
"359","Lesbian & Gay Big Apple Corps","332 Bleecker Street","New York","NY","10014","(212) 591-2886","Music","Manhattan Council District #3","Manhattan Community Board #2","Manhattan",40.733529,-74.004352,73,1011145,1006190033,"West Village"
"360","Leslie-Lohman Museum of Gay and Lesbian Art","26 Wooster Street","New York","NY","10013","(212) 431-2609","Museum","Manhattan Council District #1","Manhattan Community Board #2","Manhattan",40.721705,-74.003204,47,1077455,1002290020,"SoHo-TriBeCa-Civic Center-Little Italy"
"361","Letter of Marque Theater, Incorporated","172 5th Ave No. 191","Brooklyn","NY","11217","(718) 246-2411","Theater","Brooklyn Council District #39","Brooklyn Community Board #6","Brooklyn",40.677501,-73.979731,131,3019561,3009490046,"Park Slope-Gowanus"
"362","Leviathan Lab, Inc.","413 West 50th Street","New York","NY","10019","(347) 581-3047","Theater","Manhattan Council District #3","Manhattan Community Board #4","Manhattan",40.763776,-73.989611,133,1079122,1010600024,"Clinton"
"363","Lewis Howard Latimer Fund, Inc.","34-41 137th Street","Flushing","NY","11354","(718) 961-8585","Museum","Queens Council District #25","Queens Community Board #7","Queens",40.765923,-73.829621,88901,4538071,4049530001,"Flushing"
"364","Lighthouse International","250 West 64th Street","New York","NY","10023","(212) 821-9374","Music","Manhattan Council District #4","Manhattan Community Board #8","Manhattan",40.774338,-73.987266,151,1030337,0,"Lincoln Square"
"365","Lincoln Square District Management Association, Inc.","1841 Broadway, Ste. 1112","New York","NY","10023","(212) 581-3774","Music","Manhattan Council District #6","Manhattan Community Board #7","Manhattan",40.769158,-73.982429,145,1027189,1011130018,"Lincoln Square"
"366","Lindsay's Theatre","161 Sixth Avenue, 14th Floor","New York","NY","10013","(212) 691-6969","Theater","","Manhattan Community Board #2","Manhattan",40.725677,-74.003976,37,1007822,1005050031,"SoHo-TriBeCa-Civic Center-Little Italy"
"367","Lit Fund Incorporated","2348 Crescent Street","Astoria","NY","11105","(917) 626-1369","Theater","Queens Council District #22","Queens Community Board #1","Queens",40.776022,-73.91782,97,4018813,4008650057,"Steinway"
"368","Little Orchestra Society/Orpheon, Inc.","330 West 42nd Street, 12th Floor","New York","NY","10036","(212) 971-9500 x119","Music","Manhattan Council District #3","Manhattan Community Board #4","Manhattan",40.757661,-73.990832,115,1024926,1010320048,"Clinton"
"369","Live Source Inc.","138 S Oxford St","Brooklyn","NY","11217","(562) 665-8890","Theater","Brooklyn Council District #36","Brooklyn Community Board #3","Brooklyn",40.685073,-73.973221,179,3000000,3020040048,"Fort Greene"
"370","Living Image Arts, Inc.","1072 Lorimer Street","Brooklyn","NY","11222","(718) 389-2151","Theater","Brooklyn Council District #33","Brooklyn Community Board #1","Brooklyn",40.727372,-73.953851,561,3065314,3025960008,"Greenpoint"
"371","Living Theatre, Inc.","21 Clinton Street","New York","NY","10002","(212) 397-9307","Theater","Manhattan Council District #1","Manhattan Community Board #3","Manhattan",40.720683,-73.984253,3001,1088336,1003500026,"Chinatown"
"372","Loadbang Inc.","69 Bennett Ave.","NY","NY","10033","(412) 680-0974","Music","Manhattan Council District #10","Manhattan Community Board #12","Manhattan",40.85266,-73.935542,271,1064427,1021807501,"Washington Heights North"
"373","Local 802 Senior Musicians Association","322 West 48th Street","New York","NY","10036","(212) 245-4802 x228","Music","Manhattan Council District #4","Manhattan Community Board #3","Manhattan",40.761399,-73.987896,127,1025108,1010380043,"Clinton"
"374","Location One, Inc.","26 Greene Street","New York","NY","10013","(212) 334-3347","Visual Arts","Manhattan Council District #1","Manhattan Community Board #2","Manhattan",40.721172,-74.002576,47,1002990,1002307503,"SoHo-TriBeCa-Civic Center-Little Italy"
"375","Loco7 Dance Puppet Theatre Company Incorporated","69 East 4th Street, apt 4c","New York","NY","10003","(646) 642-5990","Theater","Manhattan Council District #2","Manhattan Community Board #3","Manhattan",40.726634,-73.99045,38,1077982,1004600052,"East Village"
"376","LonGar Ebony Ensemble, Ltd.","119 West 119th Street","New York","NY","10026","(212) 749-5500 x2128655522","Music","Manhattan Council District #9","Manhattan Community Board #10","Manhattan",40.80431,-73.949087,220,1057550,1019040022,"Central Harlem South"
"377","Long Island String Quartet","1434 155th Street","Whitestone","NY","11357","(631) 421-4635","Music","Queens Council District #19","Queens Community Board #11","Queens",40.788512,-73.806795,991,4103801,4045610058,"Whitestone"
"378","Look & Listen, Inc.","34-29 80th Street","Jackson Heights","NY","11372","(718) 622-3005","Music","Brooklyn Council District #33","Brooklyn Community Board #6","Brooklyn",40.630333,-74.038459,44,NA,NA,"Bay Ridge"
"379","Looking Glass Theatre, Inc.","422 West 57th Street","New York","NY","10019","(212) 307-9467","Theater","Manhattan Council District #6","Manhattan Community Board #5","Manhattan",40.768277,-73.986592,139,1080955,1010660043,"Clinton"
