Organization Name,Address,City,State,Postcode,Main Phone #,Discipline,Council District,Community Board,Borough,Latitude,Longitude,Census Tract,BIN,BBL,NTA
"Dova, Inc.","260 West Broadway, Suite 4",New York,NY,10013,(212) 279-3344,Dance,Manhattan Council District #1,Manhattan Community Board #2,Manhattan,40.720404,-74.00544,33,1002740,1002127501,SoHo-TriBeCa-Civic Center-Little Italy
"Down Town Glee Club, Inc.",P.O.Box 1494 Bowling Green Station,New York,NY,10274,(718) 257-3531,Music,Manhattan Council District #1,Manhattan Community Board #1,Manhattan,,,,,,
"Downtown Art Company, Inc.",70 East 4th Street,New York,NY,10003,(917) 587-6889,Theater,Manhattan Council District #2,Manhattan Community Board #3,Manhattan,40.726563,-73.990331,38,1077966,1004590021,East Village
Downtown Community Television Center,87 Lafayette Street,New York,NY,10013,(212) 966-4510 x245,Film/Video/Audio,Manhattan Council District #1,Manhattan Community Board #1,Manhattan,40.717324,-74.00154,31,1002355,1001970001,SoHo-TriBeCa-Civic Center-Little Italy
"Downtown Music Productions, Inc.","310 East 12th Street, Apt. 2H",New York,NY,10003,(212) 477-1594,Music,Manhattan Council District #2,Manhattan Community Board #1,Manhattan,40.730789,-73.985391,40,1082513,1004530011,East Village
Drama Club Inc,34-18 Northern Blvd,Long Island City,NY,11101,(917) 617-0502,Theater,Queens Council District #26,Queens Community Board #1,Bronx,,,,,,
Drama Dept. Incorporated,"9 Desbrosses Street, 2nd floor",New York,NY,10013,(212) 633-9108,Theater,Manhattan Council District #1,Manhattan Community Board #1,Manhattan,40.723343,-74.008698,39,1002856,1002227503,SoHo-TriBeCa-Civic Center-Little Italy
"Drama League of New York, Inc.",32 Avenue of the Americas,New York,NY,10013,(212) 244-9494 x6,Theater,Manhattan Council District #3,Manhattan Community Board #5,Manhattan,40.72008,-74.005184,33,1002192,1001920001,SoHo-TriBeCa-Civic Center-Little Italy
"Drammeh Institute, Inc.",P.O. Box 558,Bronx,NY,10475,(718) 737-1976,"Multi-Discipl, Perf & Non-Perf",Bronx Council District #11,Bronx Community Board #10,Bronx,,,,,,
"Drawing Center, Inc.",35 Wooster Street,New York,NY,10013,(212) 219-2166 x115,Museum,Manhattan Council District #1,Manhattan Community Board #2,Manhattan,40.722292,-74.002731,47,1007088,1004757502,SoHo-TriBeCa-Civic Center-Little Italy
"Dream Yard Drama Project, Inc.",1085 Washington Avenue,Bronx,NY,10456,(718) 588-8007 x3,"Multi-Discipl, Perf & Non-Perf",Bronx Council District #17,Bronx Community Board #4,Bronx,40.827978,-73.908755,185,2115806,2023870032,Morrisania-Melrose
Drilling Company Theatrical Productions,"107 West 82nd Street, Ste. 1A",New York,NY,10024,(917) 330-4234,Theater,Manhattan Council District #6,Manhattan Community Board #7,Manhattan,40.78414,-73.9746,169,1081465,1012137504,Upper West Side
Drumsongs Productions,P.O. Box 340716,Jamaica,NY,11434,(212) 366-6900 x201,"Multi-Discipl, Perf & Non-Perf",Queens Council District #28,Queens Community Board #12,Queens,,,,,,
"Dusan Tynek Dance Theatre Foundation, Inc.","415 Ninth Street,  Apt. 54",Brooklyn,NY,11215,(718) 249-7708,Dance,Brooklyn Council District #39,Brooklyn Community Board #6,Brooklyn,40.667344,-73.982503,153,3022183,3010060055,Park Slope-Gowanus
"Dwana Smallwood Performing Arts Center, Inc.",857 Lexington Avenue,Brooklyn,NY,11221,(646) 489-3517,Dance,Brooklyn Council District #41,Brooklyn Community Board #3,Brooklyn,40.690515,-73.926349,387,3251314,3016230067,Stuyvesant Heights
Dyckman Farmhouse Museum Alliance,4881 Broadway,New York,NY,10034,(212) 304-9422,Museum,Manhattan Council District #10,Manhattan Community Board #12,Manhattan,40.867125,-73.92283,295,1075616,1022410035,Marble Hill-Inwood
"Dynamic Forms, Inc.","107 Suffolk Street, Ste. 310",New York,NY,10002,(212) 375-9214,Dance,Manhattan Council District #1,Manhattan Community Board #1,Manhattan,40.718943,-73.986122,1402,1004301,1003530054,Lower East Side
"E. Monte Motion, Inc.","481 8th Avenue, Ste. 543",New York,NY,10001,(212) 868-4488,Dance,Manhattan Council District #3,Manhattan Community Board #4,Manhattan,40.752295,-73.993402,111,1013561,1007580037,Hudson Yards-Chelsea-Flatiron-Union Square
"ENSEMBLE MISE-EN, Inc.",24 Waverly Place  Rm 268,New York,NY,10003,(217) 721-8936,Music,Manhattan Council District #1,Manhattan Community Board #2,Manhattan,40.730398,-73.994938,59,1008822,1005470005,West Village
EPIC Players Inc,115 Central Park West,New York,NY,10023,(347) 687-7610,Theater,Manhattan Council District #6,Manhattan Community Board #7,Manhattan,40.775878,-73.976217,157,1028618,1011240027,Lincoln Square
"EarSay, Inc.",P.O. Box 4338,Sunnyside,NY,11104,(718) 784-4066,"Multi-Discipl, Perf & Non-Perf",Queens Council District #26,Queens Community Board #2,Queens,,,,,,
"Early Music Foundation, Inc.",10 West 68th Street,New York,NY,10023,(212) 749-6600,Music,Manhattan Council District #6,Manhattan Community Board #7,Manhattan,40.773809,-73.978211,153,1028244,1011200033,Lincoln Square
"Early Stages Program, Inc.","27 West 20th Street, Ste. 706",New York,NY,10011,(917) 842-2572,"Multi-Discipl, Perf & Non-Perf",Manhattan Council District #3,Manhattan Community Board #4,Manhattan,40.740136,-73.992021,54,1015491,1008220015,Hudson Yards-Chelsea-Flatiron-Union Square
"Earth Celebrations, Inc.",199 Bowery Apt. 8B,New York,NY,10002,(212) 777-7969,"Multi-Discipl, Perf & Non-Perf",Manhattan Council District #1,Manhattan Community Board #3,Manhattan,40.72115,-73.993701,18,1087253,1004257502,Chinatown
"East Flatbush Village, Inc.",461 East 46th Street,Brooklyn,NY,11203,(718) 826-0807,"Multi-Discipl, Perf & Non-Perf",Brooklyn Council District #45,Brooklyn Community Board #17,Brooklyn,40.650495,-73.934141,860,3109961,3049000047,East Flatbush-Farragut
East Harlem Arts & Education Local Development Corporation,1 East 104th Street,New York,NY,10029,(212) 427-2244,"Multi-Discipline, Non-Perform",Manhattan Council District #8,Manhattan Community Board #11,Manhattan,40.792888,-73.951826,168,1051499,1016100001,East Harlem South
"East New York United Concerned Citizens, Inc.",P.O. Box 70711,Brooklyn,NY,11207,(347) 240-3049,"Multi-Discipline, Performing",Brooklyn Council District #42,Brooklyn Community Board #5,Brooklyn,,,,,,
"East River Ensemble, Inc.","58 Grand Street, 1st Floor",Brooklyn,NY,11211,(718) 387-5179,Theater,Brooklyn Council District #33,Brooklyn Community Board #1,Brooklyn,40.715908,-73.965099,551,3335767,3023900018,North Side-South Side
"East Winds, Inc.","55 Park Terrace East, Apt. B63",New York,NY,10034,(646) 418-8808,Music,Manhattan Council District #7,Manhattan Community Board #12,Manhattan,40.870401,-73.916644,307,1065004,1022430210,Marble Hill-Inwood
"Edge Theater Company, Inc.","880 Third Avenue, 16th floor",New York,NY,10022,(212) 350-7244,Theater,Manhattan Council District #4,Manhattan Community Board #6,Manhattan,40.75791,-73.969254,100,1036473,1013080033,Turtle Bay-East Midtown
"Education Through Music, Inc.","122 East 42nd Street, Ste. 1501",New York,NY,10168,(212) 972-4788,Music,Manhattan Council District #4,Manhattan Community Board #5,Manhattan,40.751601,-73.97645,80,1036152,1012960014,Murray Hill-Kips Bay
"Educational Alliance, Inc.",197 East Broadway,New York,NY,10002,(212) 780-2300 x324,Visual Arts,Manhattan Council District #1,Manhattan Community Board #3,Manhattan,40.714219,-73.988219,6,1003704,1002850029,Lower East Side
Educational Broadcasting Corporation,450 West 33rd Street,New York,NY,10001,(212) 560-1321,Film/Video/Audio,Manhattan Council District #3,Manhattan Community Board #4,Manhattan,40.753574,-73.998838,103,1085401,1007299001,Hudson Yards-Chelsea-Flatiron-Union Square
"Educational Theater of New York, Inc.",228 East 45th Street,New York,NY,10017,(646) 733-7685,Theater,Manhattan Council District #4,Manhattan Community Board #6,Manhattan,40.752355,-73.972266,90,1037578,1013180033,Turtle Bay-East Midtown
"Educational Video Center, Inc.",16 Clarkson Street,New York,NY,10014-4301,(212) 465-9366,Film/Video/Audio,Manhattan Council District #3,Manhattan Community Board #5,Manhattan,40.729412,-74.006148,67,1009757,1005810054,West Village
"Either/Or, Inc.",321 East 43rd Street,New York,NY,10017,(646) 331-5895,Music,Manhattan Council District #4,Manhattan Community Board #6,Manhattan,40.750098,-73.970755,88,1038665,1013360010,Turtle Bay-East Midtown
"Ekmeles, Inc.","69 Bennett Ave, APT 210",New York,NY,10033,(207) 653-9856,Music,Manhattan Council District #10,Manhattan Community Board #12,Manhattan,40.85266,-73.935542,271,1064427,1021807501,Washington Heights North
El Mundo del Flamenco NY Center for Flamenco,Dance New Amsterdam,New York,NY,10007,(917) 667-2695,Dance,Manhattan Council District #1,Manhattan Community Board #1,Manhattan,,,,,,
"El Puente De Williamsburg, Inc.",211 South 4th Street,Brooklyn,NY,11211,(718) 387-0404,"Multi-Discipl, Perf & Non-Perf",Brooklyn Council District #34,Brooklyn Community Board #1,Brooklyn,40.710686,-73.959655,523,3063295,3024330001,North Side-South Side
El Taller Latino Americano,P.O. Box 1261,New York,NY,10025,(212) 665-9460,Film/Video/Audio,Manhattan Council District #8,Manhattan Community Board #7,Manhattan,,,,,,
Elaine Kaufman Cultural Center/Lucy Moses School for Music and Dance,129 West 67th Street,New York,NY,10023,(212) 501-3313,Music,Manhattan Council District #6,Manhattan Community Board #7,Manhattan,40.774919,-73.982745,153,1081024,1011390008,Lincoln Square
"Elastic City Performing Arts, Inc.",50 Lefferts Ave #3b,Brooklyn,NY,11225,(347) 829-7779,"Multi-Discipline, Performing",Brooklyn Council District #40,Brooklyn Community Board #9,Brooklyn,40.661812,-73.959371,79801,3035242,3013270013,Prospect Lefferts Gardens-Wingate
"Elder Craftsmen, Inc.","307 Seventh Avenue, Ste. 1401",New York,NY,10001,(212) 319-8128 x10,Visual Arts,Manhattan Council District #3,Manhattan Community Board #5,Manhattan,40.746869,-73.993616,95,1015061,1008030004,Midtown-Midtown South
Elders Share the Arts,138 South Oxford Street,Brooklyn,NY,11217,(718) 398-3870 x105,"Multi-Discipline, Non-Perform",Brooklyn Council District #35,Brooklyn Community Board #2,Brooklyn,40.685073,-73.973221,179,3000000,3020040048,Fort Greene
"Electric Lit, Inc.",147 Prince Street,Brooklyn,NY,11201,(610) 999-3779,Literature,Manhattan Council District #2,Manhattan Community Board #5,Brooklyn,40.692648,-73.982532,15,3058261,3020620006,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
Electronic Arts Intermix,"535 West 22nd Street, Fifth Floor",New York,NY,10011,(212) 337-0680 x14,Film/Video/Audio,Manhattan Council District #3,Manhattan Community Board #4,Manhattan,40.747495,-74.005756,99,1012326,1006940014,Hudson Yards-Chelsea-Flatiron-Union Square
"Electronic Music Foundation, Inc.",307 Seventh Ave Room 1402,New York,NY,10001,(518) 434-4110,Music,Manhattan Council District #3,Manhattan Community Board #4,Manhattan,40.746869,-73.993616,95,1015061,1008030004,Midtown-Midtown South
"Elevator Repair Service Theater, Inc.",47 Great Jones Street,New York,NY,10012,(718) 783-1905,Theater,Brooklyn Council District #35,Brooklyn Community Board #2,Brooklyn,,,,,,
"Elite Learners, Inc.",1407 Linden Blvd,Brooklyn,NY,11212,(347) 742-7913,Dance,Brooklyn Council District #41,Brooklyn Community Board #16,Brooklyn,40.654643,-73.907568,922,3326604,3036340001,Brownsville
Elizabeth Foundation for the Arts,"323 West 39th Street, 11th Floor",New York,NY,10018,(212) 563-5855,Visual Arts,Manhattan Council District #3,Manhattan Community Board #4,Manhattan,40.755707,-73.992045,115,1013682,1007637502,Clinton
"Ellen Beckerman & Company, Inc.","64 Fulton Street, Ste. 403",New York,NY,10038,(212) 346-0020,Theater,Manhattan Council District #1,Manhattan Community Board #1,Manhattan,40.708769,-74.005136,1502,1001176,1000760001,Battery Park City-Lower Manhattan
"Elmcor Youth & Adult Activities, Inc.",33-16 108 Street,Corona,NY,11368,(718) 651-0096,Music,Queens Council District #21,Queens Community Board #3,Queens,40.757429,-73.860938,381,4042761,4017220012,North Corona
Emerald Isle Immigration Center,59-26 Woodside Ave,Woodside,NY,11377,(718) 478-5502,"Multi-Discipline, Non-Perform",Queens Council District #26,Queens Community Board #1,Queens,40.745293,-73.905216,249,4031221,4013310054,Woodside
Emerging Artists Theatre Company,"15 West 28th Street, Third Floor",New York,NY,10001,(212) 247-2429,Theater,Manhattan Council District #3,Manhattan Community Board #4,Manhattan,40.74515,-73.988383,76,1015728,1008300030,Midtown-Midtown South
Emmanuel Baptist Church in Brooklyn,279 Lafayette Avenue,Brooklyn,NY,11238,(718) 622-1107,Music,Brooklyn Council District #35,Brooklyn Community Board #2,Brooklyn,40.688279,-73.965287,197,3055373,3019320042,Clinton Hill
"En Foco, Inc.",PO Box 1757,Bronx,NY,10451,(718) 931-9311,Photography,Bronx Council District #13,Bronx Community Board #11,Bronx,,,,,,
"En Garde Arts, Inc.","27 West 86th Street, #2A","New York, NY",NY,10023,(323) 528-6434,Theater,Manhattan Council District #3,Manhattan Community Board #5,Manhattan,40.785879,-73.970703,173,1031404,1012000015,Upper West Side
"Enact, Inc.","630 Ninth Avenue, Ste. 301",New York,NY,10036,(212) 741-6591 x12,"Multi-Discipline, Performing",Manhattan Council District #3,Manhattan Community Board #4,Manhattan,40.760038,-73.991449,121,1024982,1010350001,Clinton
"Encompass Theatre Company, Inc.","138 South Oxford Street, Suite 1A",Brooklyn,NY,11217,(718) 398-4675,Music,,Manhattan Community Board #2,Manhattan,,,,,,
Endangered Language Alliance,3 W 18th St,New York,NY,10011,(646) 225-6613,Folk Arts,Manhattan Council District #2,Manhattan Community Board #5,Manhattan,40.738736,-73.992321,54,1015450,1008200036,Hudson Yards-Chelsea-Flatiron-Union Square
English-Speaking Union of the U.S.,144 East 39th Street,New York,NY,10016,(212) 818-1200 x218,"Multi-Discipl, Perf & Non-Perf",Manhattan Council District #4,Queens Community Board #6,Manhattan,40.749351,-73.976999,80,1019152,1008940056,Murray Hill-Kips Bay
"Enrichment Through the Arts, Inc.",11 Borman Avenue,Staten Island,NY,10314,(718) 982-5678,Theater,Staten Island Council Dist #50,Staten Island Community Brd #2,Staten Island,40.592473,-74.154176,27301,5127458,5020030082,New Springville-Bloomfield-Travis
"Ensemble 212, Inc.",301 W 45th St,New York,NY,10036,(646) 266-9632,Music,Manhattan Council District #3,Manhattan Community Board #4,Manhattan,40.759351,-73.988814,121,1025011,1010360029,Clinton
"Ensemble Studio Theatre, Inc.",545 West 52nd Street,New York,NY,10019,(212) 247-4982 x15,Theater,Manhattan Council District #3,Manhattan Community Board #4,Manhattan,40.766642,-73.992538,135,1083290,1010810080,Clinton
Ensemble for the Romantic Century,"214 West 50th Street, Suite 301",New York,NY,10019,(212) 288-8020,"Multi-Discipl, Perf & Non-Perf",Manhattan Council District #4,Manhattan Community Board #8,Manhattan,40.761585,-73.984456,125,1024803,1010210048,Midtown-Midtown South
"Epic Theatre Center, Inc.","410 West 42nd Street, #4E1",New York,NY,10036,(212) 239-1770,Theater,Manhattan Council District #6,Manhattan Community Board #7,Manhattan,40.758652,-73.993185,115,1026330,1010510029,Clinton
"Epiphany Magazine, Inc.",71 Bedford St.,New York,NY,10014,(646) 221-8834,Literature,Manhattan Council District #3,Manhattan Community Board #2,Manhattan,40.731298,-74.00481,67,1009833,1005840033,West Village
"Epiphany Theater Company, Inc.","154 Christopher Street, Ste. 2B",New York,NY,10014,(646) 638-0252,Theater,Manhattan Council District #3,Manhattan Community Board #2,Manhattan,40.73273,-74.008129,69,1010421,1006040033,West Village
"Episcopal Actors' Guild of America, Inc.",1 East 29th Street,New York,NY,10016,(212) 685-2927,"Multi-Discipl, Perf & Non-Perf",Manhattan Council District #4,Manhattan Community Board #5,Manhattan,40.745208,-73.9866,74,1016925,1008590005,Midtown-Midtown South
"Equus Projects, Inc.",121 West 17th St. Apt. 4B,New York,NY,10011,(212) 924-1336,Dance,Manhattan Council District #3,Manhattan Community Board #4,Manhattan,40.739628,-73.996272,81,1014653,1007930022,Hudson Yards-Chelsea-Flatiron-Union Square
Errol Grimes Dance Group,50 Taaffe Place,Brooklyn,NY,11205,(718) 596-0560,Dance,Brooklyn Council District #35,Brooklyn Community Board #2,Brooklyn,40.697358,-73.960854,191,3334522,3018810047,Clinton Hill
"Esopus Foundation, Ltd.",41 Schermerhorn St #143,Brooklyn,NY,11201,(212) 473-0919,"Multi-Discipl, Perf & Non-Perf",Manhattan Council District #1,Manhattan Community Board #2,Manhattan,,,,,,
"Esperanza del Barrio, Inc.",2290 Second Avenue,New York,NY,10035,(212) 289-9025,"Multi-Discipline, Non-Perform",Manhattan Council District #8,Manhattan Community Board #11,Manhattan,40.798014,-73.937025,188,1052994,1016890052,East Harlem North
Ethel's Foundation for the Arts,"132 East 43rd Street, #213",New York,NY,10017,(914) 674-0638,Music,Manhattan Council District #4,Manhattan Community Board #6,Manhattan,40.751969,-73.97523,92,1036156,1012970023,Turtle Bay-East Midtown
"Ether Sea Projects, Inc.",925 Bergen Street,New York,NY,11238,(718) 288-5530,Literature,Brooklyn Council District #35,Brooklyn Community Board #8,Brooklyn,40.676979,-73.956557,305,3330648,3011420060,Crown Heights North
"Eugenio Maria de Hostos Community College Foundation, Inc.",450 Grand Concourse,Bronx,NY,10451,(718) 518-4300,"Multi-Discipline, Performing",Bronx Council District #17,Bronx Community Board #1,Bronx,40.817164,-73.927925,51,2090411,2023430014,Mott Haven-Port Morris
"Eva Dean Dance Company, Inc.","725 Union Street, Ste. B",Brooklyn,NY,11215,(718) 857-8368,Dance,Brooklyn Council District #33,Brooklyn Community Board #6,Brooklyn,40.676643,-73.981037,131,3019712,3009527504,Park Slope-Gowanus
Evangelical Lutheran Church of the Advent,2504 Broadway,New York,NY,10025,(212) 665-2504,Music,Manhattan Council District #6,Manhattan Community Board #7,Manhattan,40.792909,-73.97304,179,1033646,1012410020,Upper West Side
